record_id,country_of_origin,destination_country,origin_iso3,destination_iso3,year_of_migration,application_date,arrival_date,age,gender,marital_status,field_of_study,subfield,degree_level,prior_education_country,institution_type,institution_name,scholarship_type,scholarship_amount_usd,tuition_usd,living_cost_usd_monthly,funding_source,part_time_work_allowed,hours_worked_per_week,visa_type,visa_status,visa_expiry_date,language_test,language_score,gpa_4_scale,admission_decision,enrollment_status,duration_months,housing_type,on_campus_housing,dependents_count,nationality_status,region_origin,region_destination,application_channel,agent_name,travel_route,flight_cost_usd,covid_vaccination_status,health_insurance_provider,bank_balance_at_enrollment_usd,remittance_sent_usd,part_time_job_sector,student_id_external,notes
4411,France,unITEd kINGdom,FRA, GBR  ,2016,Mar-16,,22,Non-binary,siNGLe,Education,Statistisc,Bachelor,ThaIlAnD,tEcHNICal,Global Tech University,NonE,0,"56,544 INR"," $1,220 ",selF-fuNDeD,Yes,0,rESEaRCH,rejeCTeD ,12-05-2017,TOEFL,91,3.51,Conditional Offer,DEFreREd,51,Shared Apartment ,No,1,Refugee,eUroep,Eruope,ONlinE pORtAL,,FRA-CDG-UNI,USD 450, uNKNown ,AXA, 14819~,"£5,715",  None ,S728436-2022, fee waiver granted*  
,  Pakistan ,Australia,  PAK  ,AUS,2020,13-Dec-19,2020-02,21,  nON-biNARy ,Single,PHySIcS,ASTroPhYSiCS^,Master%,COLOmbIa,Public^,National University,nOnE,$0.00,"34,001.00","$2,378",Family,0,7,stuDeNt,Approved,2024-08,PTE,74,2.87,Waitlist  ,ENrOllED,46,HomEsTay,FALSE,1,duAl,AsiA,Oceania,oNLiNe PorTaL,,PAK-CDG-ICN-AUS ,"2,262.00",fuLlY VACcINaTEd, AXA  ,"18,151 INR","£8,976",eHalthcare,S645393/2024, medical insurance pending
4413,China,United States,chn,UsA ,2020,01-11-2019 00:00,  2020-06-26  ,26,oTHEr  ,Single#,bUsineSS$  ,mECHanIcal,Master,Japan,Community!,Central Arts Academy~,UNIVersIty,"16,558 USD"," USD58,707.00# ","USD 1,717", loaN ,FALSE,21,rEseaRCH,PENdiNg,11-22-2023,TOEFL,81,2.95, rejECT  ,GrADUatED,7,Off-campus,yes,1,dUaL,AsIa, Americas  ,Email,campUsWORLd gROUP!,CHi-UNi,£877,PaRTially VAcCINatEd,AXA,N/A,"4,234 INR", Retail ,s880577,LacTe sUbmISisoN  
RID-4414,chiNa,  United States  ,ChN,USA,2013,01-10-2012,14-04-2013,28,Non-binary,Single~, LAW# ,AstrOPhySiCS,BaChElOR, Egypt ,Research,Coastal Business School,GoveRnmENT,"USD27,603.00#"," 46,627 INR ","1,688 INR",famiLy,Yes,14,Excahnge,  ApPrOVed,10-26-2015,PTE,73,3.46,Conditional Offer@,no-sHOW,33,Privat eDorm,no,1,dUAl,ASIA,aMeriCAs  ,Walk-in , ,CHi-Fra-UnI@,"$2,067",  UNKnowN ,IcGwna??," $24,922.00 ","USD 14,810",hEAlthcArE,S797244,  needs transcript eval* 
4415,France,United States,FRA??  ,  USA ,2018, 2017/11/13 ,  2018-01,28,fEmAle,Single,enGIneeRInG, Cognitive Psychology ,pdH,KENYA,ReSearcH,oNrthern Medical School,nOnE,USD 0,"USD 35,599",£417,Self-funded,No,23,exChaNGe,pENDiNg, 06/04/2022,TOELF,88,3.28, RejecT  ,WithdRAWn,19,pRIvate doRM,No,1,Refugee  ,EUrOPe, Americas,Walk-in…,NA,fRA-SIn-nrT-unI,"USD 1,548",unVaccInAteD,nNoe,"$8,548"," €4,648 ",hEALthcaRe,S759582🙂,  fEe WAIvEr grAnTed
4416,Venzeuela,Poland,VEN,POL,, 04-08-2025  ,  2025/08/09,31,Non-binary,Married,Business,Organic Chemistry,mAstER,MEXico  ,TechnIcAL,State Research University,PRIvaTe,"5,294 USD","$21,082","€1,329",lOan,Yes,4,Student,aPprOVed,25-07-2026,iEltS,5.2,3.65,WAITlisT,on leaVe,44,pRiVaTe dOrm,Y,2,Single,AMErICas,EUrOpe,EmAil,,  VEN-SIN-POL ," €2,189 ",Partially Vaccinated,  Cigna  ,"€79,860",60 INR,fOoD seRvicE,s538724/2021,IELTS re-take advised…
4417,Egypt , Denmakr,EGY,  dnk  ,2005,12-Sep-04, 11-09-2004,21,Non-binary,Divorced,Architecture,Graphic Design, Master  ,China,PubLIc,Coastal Business School,uniVErsitY,"USD 27,231","USD 15,041","1,907",  SChoLarShIP ,N,16,Training,Approved…  ,"  Dec 08, 2008  ",iELtS,7.3,2.68, Conditional Offer,NO-shOW,33,On-campus,N/A,1, AsyLUM sEekEr,AfrICa,eUROPe,AgeTN,CampuWsorld Groeup,EG-YDEN,466,Partially VACCiNated,Bupa,"$25,574~"," £9,488 ",  heaLTHcARE  ,s623582,visa INterView sChEdUled
4418,Philippines??,United States,pHl,USA,2021,2021-03-05$,2021-0-616,29,nON-BinAry, sINGLe  ,Compute rScience,machiNE LEarNiNg,pOStDoc,soutH afRICa,PRIvATE,CENTRAL ARtS aCADEmy,University," $6,999.00 ",31199,2457,spONsoR,yes,22,  exCHanGe,Approved,09-06-2022,pte,56,3.18,REjEct,  wiTHdraWn ,60,on-cAmpus,1,2, Single,asIA,AMeRIcaS,mEail,EduLink LLC,PHI-SIN-UNI,,Fully Vaccinated!,bupA,"2,321.00","€14,923",rEtAIl,S848851,AGeNt assitSed 
4419,Germany,unIte dArAb eMIraTEs,DEU,ARE,2018,"Feb 07, 2018",2019-01 ,17,Female ,Widowed,Mdeicine,  biOINFORmaTIcs ,baChELoR,Malaysia,pRIvAtE,International Institute of Science,NOne,0,"$51,847$"," 1,337 USD$ ",Sponsor,0,2,Student,PENdiNg, 01/2022@,  TOEFL…  ,86,3.23,  Waitlist  ,dEFERreD,720,pRIvATE dOrm,No,2,refUGee,Europe,Asia,Walk-in, ,GER-UNI, 1571~,  paRTiAlly VAcCINaTED ,NONE#,"USD 20,603",13044,HealtHcaRE  ,S532726,vISa INTERvIew scHeduled
 ,Mexico,United Kingdom,MEX,GBR,2012,06/2011🙂,201-202,27,Male,Widowed,Data Science,IntERnATIOnal lAW  ,Bachelor,Jordan,PuBLIc,CoaSTal bUsiNess scHooL ,NNoE,0,"USD15,639.00", 965 USD ,Family,,10,Research,Approved,Oct-12,TOefL,103,3.21,waiTLisT^,Enrolled,50, sHareD AparTMenT  ,1,2,Single,AMERiCas,Europe,  WAlK-iN  ,na,MEX-AUH-NRT-UNI,1845,Partially Vaccinated, AETna ,"23,298 USD","12,297 INR",it SUpPOrT,  S434302  ,gap year explained
4421, Thialand~,Ireland,THA,IRl,2012,04-23-2012,2012/09,29,FEmAlE,Married$,Sociolgoy,Social Theory~,Master,LEbAnON, cOMMunitY  ,Coastal Business School,noNe,USD0.00…,"52,165.00","1,192",Sponsor  ,1,13,Exchange,Approved," Mar 23, 2013",  iElSt%,6.5,3.02,Ofefr  ,enRollED,45,On-campus,FALSE,0,SINgLe  ,ASiA,Europe,online PoRtAl,N/A,THA-SIN-IRE,"2,197.00",Partially Vaccinated,Aetna,"USD 75,539"," USD 8,220 ",Food eSrvice,s344934-2025,  viSA INTERViEW sChEdUlED 
4422,PAkISTAN,United Kingdom,PAK,GBR,2025,19-Jun-2025🙂,13-03-2026,29,nOn-BiNARy, Wiadwoed,meDICINE,Mqachine Learnign,Bachelor,eGPzyT,ComMUniTy, STaTE ReSEARch UNIVeRSITY ,unIvErsITY,"20,413","£31,155",USD 833,  SchOLarsiHP ,TRUE,9,Exchange,  APPROvEd ,  10/2029,PTE,52,3.57,WAItLisT,defERRED,26,Homestay,NA,0,refugee,Asia,EuRope,agENT ,UniajPth Group,PAK-UNI,"€2,237",Unvaccinated,Local Plan…," USD 54,591 ","$2,190.00",heAlThCAre,S212978_2025*,  visa itnerview schedulued^ 
4423,Argentina,  norAWzY  ,ARG,NOR ,2019,05-04-2018 00:00, 05-14-2018  ,20, malE, DiVoRceD ,Law,  CogniTive pSycHOlOgy  ,Bachelor,Sri Lanka ,Technical,MetropOlitan coLleGe ,UNIversITY%,"4,355 INR"," €47,483 ", 648 INR ,Scholarship,Yes,9,rESEArch,penDINg,11-06-2021,PtE,54,3.07,Waitlist,eNroLLeD,53,Off-campus,,0,SIngEL,AmEricaS,EURopE,Online Portal,,ARG-NOR,241 INR,Unvaccinated,AXA,"$25,648","€12,992", tutOriNG  ,S792380_2023#,neeDS tRANSCrIpT evAl
 ,Morocco,SPaIN, MAR!,ESP,2006,09-03-2005,Nil,23,Non-binary,MArriED  ,Biology,aSTRoPHysICS,BaChelOR,Iarq,Public, CenrTaL artS aCadEMY^  ,parTial,"27,341.00",,"USD 1,938", MIxed,yes,16,eXChaNge,Approved,22-04-2007,dUolInGO,119,3.25,WAitlIst,enROlLEd,11,  SHARED ApaRtMEnt  ,No,1,singLe,AFRICA~,eURope??,waLk-in@,,MOR-SPA,"2,068.00",UnVACcINATEd,  None," $62,402.00 ","€14,598",  Logistics  ,s885938,  Docs verified.
4425,Jordna*, South Korea ,JRO,KOR,2020,17-May-19,23-06-2019,22,other ,DIvoRced,nURSINg, Social Theory ,Bachelor,Spain,PubLic,CeNTRal arts ACaDemy@,Pirvate,9886,"57,396"," $2,427 ",Fmailye,no,0,Student,APprovEd,30-03-2023,TOEFL🙂,68,3.81,Reject,ENroLLde  ,38,Homestay!,TRUE,0,Stateless,asia,aSIA,Walk-in,N/A, JOR-LHR-DXB-SOU ,"$1,529", Unknown,bupA*,"46,320 USD","£2,190",Healthcare,  S978461-2024 ,  AGeNt aSSistED  
4426,Peru,sOutH korEA, PER ,KOR,2012,Jun-11,05-Dec-11,35,Male,sINGlE,eConOMIcS,  Marketing,Master,Cameroon!,  Technical  ,CeNTrAL arTS AcAdemy,nONE,£0,"$52,803.00","€1,898",  Self-funded#,Y,10,Research,unDER reVIEW,06-05-2013,ieltS~  ,7.7,2.19,Reject,  On LEAVe  ,20,  Off-campus ,F,1,Stateless,Americas,AsIa, mEAIL  ,,PeR-nRT-SOu  ,"1,836 USD",UnVacciNaTed, axa ,31318,"USD 6,481",Healthcare,S729836-2023??,docS vErIFiED.
4427,Colombia,  Spain  ,COL, ESP!,2016,03-02-2015, 06-13-2015,35,Male, MarriED,Arts,MeCHAnical,  pHd  ,fRAnce  ,Private,  CeNtRAl arTS acaDEMY  ,PRIVAte," USD 5,890 ","USD 40,918",$773.00,Scholarship,F,22,tRaIniNG,Pending,14-09-2016,  tOefl,89,3.58,ReJeCT  ,on leave,42, On-campus  ,yes,1,aSylUm SeEKER,AmeRicas,eUrOPe,Online Portal  ,,COn-LSPA,"USD1,281.00",Unknown,NONe@,"5,121 INR","549,560 INR@",Healthcare ,S952269,banK StaTEMent ok
4428,Algreia$,beLGiUm,DZA,BEL$,2013,22-02-2013 00:00,16-04-2013,17,maLe,WIDoWEd,Medicine$,uRban pLanning, PhD,niGeRiA,Private…,cENTral ARts aCADEmY,None,0 INR,"USD46,687.00", £415 ,Sponsor,0,1,  REseArCH ,unDer REvIEW,12/11/2015$,IELTS,6.7,3.42,Offer, Graduated,30, PRIVatE dorm,T,0,aSYlUM sEEKER,aFrica, Europe , Online Portal  ,,  ALG-CDG-NRT-BEL ,"2,131",Fully Vaccinated,alLiANz,"€50,794*","$3,319.00",FoOD sERVIcE,s710867-2023??,Docs verified.
4429,eMxico,United States!,MEX,USA,2010,01-25-2010 00:00,2010-04,35, fEMaLE%  ,sINGlE,  Mathematics🙂 ,aMrketing,bAcHeLor,Saudi Arabia,  PUblic^,Global Tech University,University," $6,734 ","39,377", 441.00🙂 ,Loan?? ,No,9,Student,APpRoveD,Dec-14,TOEFL,74,3.04,Conditional Offer,noS-hoW,57,PrIvate dORM,1,2,asylum SEeKER,aMERIcAs,Americsa,WaLK-iN,N/A,MEX-UNI,€802,partIALly vAcCInATEd,nonE,"75,296 INR"," USD13,413.00 ", Healthcare ,S191854/2022,bAnk StAtemEnt oK
4430, Nigeria,uNIteD sTAteS,NGA,USA,2006, 2006-05 ,28-07-2006,31,  Female ,Married,Sociology, inTerNaTIoNal LAw,PhD,AfgHAniSTan,PUbliC,State Research Univresity ,None,USD0.00,,"2,038 USD",IMXEd,0,1,ExChAnGE,rejEcTeD,Jan-08,  TOEfL,117,2.76,  oFFER,  oN LEAVE  ,22,PRIVate DoRM,NA,2, Asylum Seeker ,aFrICA^  ,ameRIcAs,wAlk-In# ,na,nIg-aMS-UNI,"2,378",Fully Vaccinated,alLiaNz,"$71,684.00^","€3,768",fOOd sErViCE,s953830🙂,needs transcript eval
4431, Pakistan  ,Australia,PAK,AUS,2005,2005-11,Jun-06,30,OTHer,MaRrIeD ,Environmental Science,Bioinformatics,Bachelor,Morocco,Public,CEntRaL Arts acADemY,NOnE,—,—,"$1,632.00",  sELf-funDeD,F,23,Student,  rEjected ,01-07-2007,IELTS,6.1,3.67, ReJect  ,NO-ShOW,39,  Private Dorm ,N,1,Refugee,Asia,Oceania,Walk-in,,  PAK-AUS  ,"$1,204.00",fulLy VacCInatEd,Ciganm,,"USD6,858.00",FOoD serVIcE,s899444,agENT aSsIsted
4432,Ghana, Denmark  ,GHA??,DNK@,2012,14-02-2011, 2011-12 ,25,Female  ,sInGlE,Meduicien,ORgAinC ChemisTrY,MaSteR,ukRaine,PRIvAtE,inTErnaTIOnal iNSTItuTE oF scIENCe,noNe,0,"USD27,364.00","1,677 INR~",self-FunDEd,no,14,ReSEARch,Rejected,2013-01,PTE*,56,3.81,fofegR??,  dEFerrED,54,HoMentSay,N,1,DuAl,  Africa  ,EuROPE,WLAK-In,NA,GHA-IST-ICN-DEN,926,unvACciNAteD,aXa, ,"3,201",  Retail ,  s245404,AgenT ASSistED
4433,South Korea,Portugal,KOR,PRT,2024, 2023-12-20 00:00%,03-Feb-24,20, OTheR%,Snigle,Archxitectuer,miCROecOnomics, PhD , Malaysia  ,Private,Northern Medical School,nOnE,0," €55,506% ",2257,Family,yes,24,TRAiInnG,AqPpROeVD,2026-10,duoliNgO,89,2.32,Reject,dEFErrEd,11,SHArED aPaRtMeNT,no,2,Refugee,asIa,Europe,aGENt,  uNipATh  ,SOU-ICN-AUH-POR,"2,142 USD^",Partially Vaccinoatde??,aetna,"USD 41,969"," €11,225 ",  Logistics ,  S116477,lates ubmission@
4434,Algeria,Switzerland,ZDAi,  cHE,2021,21-09-2020,2020-12,32,OThEr,Widowed$,Nrusidng,uBRAn pLaNning$,MAstEr,Vietnam,pRivATE, Northern Medical School,Government,"18,948","56,423.00","USD1,433.00",SPoNOSR!,F,17, tRaINIng,Under Review~,12-31-2022 00:00,PTE,65,2.96,Waitlist,Graduated~,52,Onc-ampus,FALSE,1,Dual,Africa,Europe,Email^,studYWIsE aGEncY,  ALG-DOH-SIN-SWI ,"1,666",Unvaccinated,  Atena ,"50,452 INR…","€13,362",retAil ,s534086m/0223??, late submission??
4435,Ghana,Switzerland,HGA%,CHE,2022,24-04-2022,2022-06,26,hefmAlE, Widowed%,EnvironMentaL sCIEnce,grApHIC desiGn,Diploma ,SrI LaNKa,  publIC,GlOBaL TeCh unIVErSitY,University," £23,554 ","USD51,543.00@","1,911.00",Family,N,20,resEaRCH,Under Review,12-Jun-27,dUOlINGO,114,2.69, Conditinoal Odffer  ,nO-ShoW,8,ShAREd aPARtmEnt$,0,2,Asylum Seeker,AfRICA,Europe,emaIl,NA,GHA-SWI  ,"1,742 INR",fully vACCINateD,buPa,"25,909 USD","USD9,246.00",LOgISticS,s128794,  bank statemoent ko
4436,EgYPt,Portugal,  EGY  ,PRT@,2023,"May 13, 2023",,23,non-biNARY,MarriEd,Education,Networks,Master ,peUrx,tEchnIcAL,International Institute of Science🙂,Government,"$29,126.00","£53,954",null,Mixed,TRUE,2,Research,Approved,13-11-2024,PTE%,64,2.99,Waitlist,gRDauaTEd,32,HOMeSTaY,null,2,Asylum Seeker,Africa,Europe,Online Portal,N/A,EGY-DOH-FRA-POR,282 INR,pArTiaLLY vaCciNaTEd,Aetna~,"$3,397","€5,231",IT Support,s467549…,  visa interivew scheduled% 
4437, Ukraine  ,Hungary,UKR,huN$,2010,08-08-2010,01-10-2010,20,Male,  divoRCEd,PHYSiCs,  Climaet Change ,MastER,moNGolIa, PuBlIC ,Northern Medical School,govERNmEnT ,"USD 25,256","21,782 USD","USD1,634.00",sELF-fUndEd,yes,2,exCHangE,eXPIRED,"Sep 26, 2013",DUOLingO,96,2.93, Waitlist ,wiThdRawN,41,HoMESTAy,yes,1,SINgle,EUroPe,EUroPe,  Email,GoAbroad Co.  ,UkR-LhR-Hun," $2,395 ",Unknown,NONE,"USD 61,043"," £9,152 ",iT sUPpORt,  S879009~ ,dOcs veRifIEd.🙂
RID-4438,Chile@,pSain*,CHL*,ESP,2007,"  Aug 26a, 2006  ",12-Jul-07,27,  Male, widowEd ,Nursing#,Climate Change, Diploma ,Iraq,PublIC,Northern Medical School,NOnE,0 USD,"USD 32,098","1,414 INR",SpoNsOR,,15,Training,Under Review,  2010/01 00:00,Duolingo,115,2.82,  Conditional Offer  ,Graduated,32,  oN-CaMpUs  ,N,1,Refugee!,AmeRICAs,Europe,OnlIne pORtAl,N/A,CHI-FRA-SPA,"$1,954",UnVACCinATED,  Aetna ,"67,748 INR","USD10,484.00",NonE,S498641-2022$$,Dcos verified.
RID-4439,Lcebanno!,unIted StaTEs,lbN, UAS ,2012,11-07-2011,13-09-2012,23,non-biNARY  ,WIDOwEd,Biloogy,Astrophysics,Bachelor,ZImBaBWe,Community,CentrAl Arts aCADeMy,University,"$25,147.00"," 48,486 INR ","$1,387",Loan,T,2, Research ,APproVED,02-03-2017,IELTS,6.6,3.67,Conditional Offer ,Deferred,55,SHarED aPartMent,yes,2,Stateless#,sAiak@,aMeRicaS ,  Online Portal,Nil,LEB-UNI,€638,Partially Vaccinatde,oLcal Plan,"$61,322"," £12,020 ",foOd sERvicE,s537612,MEdICal INSURaNCe PEnding
4440,India,United States,IND,USA,2018,  2017-06,26-02-2018,28,Female!,WIdOwED,Sociology,Statistics,maStEr,Indonesia,  Research,Global Tech University,None,USD0.00,"11,635.00", USD548.00 ,Self-funded,No,14,Exchange,EXpIRED,"May 29, 2021  ", pTE…  ,57,2.38,cONDiTIonAl oFfEr,Deferred,42,Private Dorm,1,1,Stateless,AsiA,AmReICjas,Online Portal,Nil,IND-UNI,1747,Unvaccinated,cigNa,61347,"14,512.00*",Retail,  s178173  ,agent assisted  followup
4441, Ghana,oHng Kong,GHA,HKG,2010,02-05-2010,"Jun 18, 2010 ",21, Male,widOWEd!,Law,Networks  ,  BachelOR,indIa,Community,Central Arts Academy ,GoveRnmeNT,"2,543.00","14,459 USD","2,005 USD",Mixed,F,220,rEseaRcH,Aprpoved,24-05-2015,dUjoLiGnO ,68,2.33,rejeCt,  nO LEAVvE~  ,48,oN-cAMpuS,yes,0,Dual,AFrIca,Asia,Agent ,SjCholARsHub SeRvCIES,GHA-FRA-HON,"1,587",Uknnown,Allianz,"USD 70,841??","USD 4,158",iT SUPport,s793840-2022,visa interview scheduled
4442,Banlgadnesh,Canada,GBD*,CAN,2018,25-Feb-18,"Jun 28, 2018",22, Non-binary,Married,EDucatiOn,Genetics,PhD,Saudi Arabia,  PrivAte@ ,City Polytechnic,  nONE,0,"USD47,318.00!","€1,644",Mixed,T,9,Training,APprOved ,2019-07,IELTS🙂  ,7,3.65,ConDITioNaL OfFRE,GRADuAtEd~,54,ON-caMpus,T,1,Single,Asia,  aMErICaS  ,onlINe POrTAl,—,BAN-NRT-CAN,"USD 1,789",Unvaccinated,lOCA lPlan,32279,"8,187 INR",RETaiL,S853360-2022,IelTs re-taKe ADviSEd!
4443,vIEtnAm,United States%,NVM,USA,2010,03-22-2010,02-04-2011,20,Female,Divorced,Architecture%,Epidemiology,pHD  ,moroCCo,Public,coAstAL bUSinesS SCHOOL,nOnE,0 USD,"35,974.00"," USD 1,418 ",Sponsor,Y,11,trAininG,on HOld* , 11/2012 00:00,PTE,58,2.97,Reject,DeFERRed,3,hOmestAY,F,20,Single ,Asia@,AmERiCAs#,Email,StudyWise Servcies,VIE-DBX-UNI,"1,534 INR",Unknown,Allianz,"12,304"," €9,606 ",hEALTHcARe,s442484-2025,medical insurance pending
4444,Mongolia,Netherlnads,MNG,NLD,2008,Sep-08,10-Jul-09,23, Non-binary,wIDOWEd$,dATA SCIeNCE$,Epidemiology,Master,nEpAL,Public, City Polytechnic,nONE,0 INR~," 44,449 INR ",USD616.00,mIxEd,,4,Training,Approved,"Oct 24, 2011",PTE,69,3.4,Offer,on lEAVe,6,Homestay ,TRUE,1,Asylum Seeker,Asia, Europe ,eMaIl,ScholarsHub Inc.,MON-HKG-DOH-NET,, Unknown,aLlIaNz,"53,219","$7,623",  Healthcare  ,s776843,gap year explained*
4445,Egypt,Netherlands,  EGY,NLD,2015,04-01-2015,14-08-2015,18,  othER  ,snrigLe,CompUtEr scIeNCE, Marketing??,Bachelor,Spain^,PUbliC,State Research University…,GoVerNMent,"5,431.00","$12,555.00","11,700 INR",sELF-FUndEd,TRUE,16,stUDENT…,REJECTeD , 11/07/2018,Duolingo,124,4,Waitlist,withDrawn,24,Shared Apartment,null,1,sInGlE,  Africa ,Euroepw,Walk-in,,EGY-NRT-NET ,1898,Partially Vaccinated,Bupa,"66,346.00","12,274.00",None,S929980/2024^,needs transcript eval
4446,India,United States,IND, USA ,2021,28-11-2020,26-11-2021,29,Female,Single,Psychology,sTAtisTiCs,Master,NEpal,REsearCh,  National University ,Government  ,"£23,107",34150," USD2,260.00 ",  Mixed  ,T,13,sTUDenT, Expired ,30-11-2023,iElTS,5.7,2.48, wAitLiST,Deferred,39,Off-campus,0,0,Refguee  ,Asia,AmEriCaS,OnLinE pORTaL,,IND-UNI,"1,557 USD",UNvaCCinaTed ,Allaiinz,"USD2,156.00…","USD 4,622", Tutoring ,  S281099/2022#… ,DOcs veRifiED.
4447,India  ,Uiznted Kingdom  ,IND,GBR  ,2006,03-Dec-05,15-06-2006,28, nOn-BinARy  ,sIngLe, Medicine,  Electrical,MastER,paKisTaN,Technical,ciTY polYTEchNic,Partial,"25,324","€19,373",USD 718,LkONA??,no,17,trAInINg,ExpIrED^,  10/01/2007,PTE,61,3.17,COndItIoNAl ofFer🙂,oN leavE~,16,oN-CAmpuS,,1, DuAl  ,  AsIA,eUroPe, ageNT,null,  IND-ICN-UNI#,"1,726 INR",  PaRtiALLy vaccINATED… ,uBypa,"£2,061",5615,LOgISticS,S825978/2022,fee waiver granted
4448, Syiray ,Belgium,  SYR  ,bel,2021,  2021/01/27  ,  2021/06/20  ,31,aMlie, Dviorced ,PubLic hEAlTh,maRKetiNg,baCheLor,Iran,PRIvATE,Coastal Business School,PrIvatE,12116,"42,262 INR",USD 675,scHOLarShIP,No,24,StudEnT,AppROved,15-May-23,TOEFL,91,3.76,oFfeR,enROlLEd@,44,hOMestaY,F,1,StAtElesS,  Asia  ,Europe@,Email,gLObALeDu Co.,SYr-BEL," $1,610.00 ",Fully Vaccinated,Bupa ,"68,440 USD^","6,903", None🙂,S869068/2021  ,agent assisted
4449,Colombia,Fnilaind,COL,FNI,2024,"juL 20, 2024","Jul 16, 2025",34,NON-BinAry,Widowed,Arts,Finance…,Master,  KENYa  ,  tEcHniCAl  ,Northern Medical School,noNe, USD0.00 ,"USD 15,396","2,187.00",ScholaRSHIp,T,8,Research,penDiNG,08-02-2028,  DuOLingO^ ,111,2.84,REJEcT,No-Show,55,oN-cAmPUS,1,2,Single,  AmeriCaS ,EuRopE,Email,—,COL-AMS-CDG-FIN,$622,Partially Vaccinated,buPa,"$45,779","14,369",HeaLThCArE,S132612,late submission
4450,Brazil,Spain, RBA  ,ESP,2005,21-12-2004,11-12-2005,21,FEmALE%,Divorced,Biology,Climate Change,PDh,Mexico,publIC,gloBal tECH UniVeRSItY,none,€0,"USD47,949.00","2,089.00",lOAN,1,11,Training,Expired,  2008-12-27 00:00%, toEFl  ,92,2.97,CONdItIONaL OFFER,On Leave,41,  Off-CaMpus ,NA,0,sIngLe  ,Amreicas,  Europe% ,emAil,TSudyBridGE llC,BRA-DOH-NRT-SPA,$309.00,ParTIaLlY vacCinaTED,AXA,"USD56,021.00","11,964.00",NoNe,S337527,fee WaiVER gArNTEd
4451,Aregntina,MAlaYSIa,ARG,MYS,2006," Mar 28, 2006  ",06-28-2006,21,Other,Divorced,Engineering,Machine Learning,  MAsTeR, Egypt  ,  Research ,Global Tech University,  oNNe  ,0,58116,"$1,309",Scholarshpi,FALSE,24,Research,aPProVeD,04-10-2009,  dUoliNgO,104,3.03,Conditional Offer,wITHdRawN,51,shaReD APartMeNt,Yes,2,Dual,aMErIcas,Asia  ,Walk-in,,ARG-Ams-hkg-mAl,"1,114 INR",PartIallY VaCCinated,LOcaL plAn,1395,"USD8,002.00",tutORiNG,S967351-2021,  DoCS VerIFieD.  
4452,pakiSTan,Autsralia,PAK,  AUS  ,2012,17/10/2012^,Nov-12,24,Male,MARRIeD,enGinEEiRnG  ,Machine Learning^  ,Bachelor#  ,uKrAiNE,TeCHNICal,City Polytechnic,None,0,44959,$592,  Family,No,24, Training  ,oN Hold,,tOefl*,82,3.18,reJECT,No-Show,43,Homestay,Yes,1,  Asylum Seeker  ,asiA,  OCeAnia ,Walk-ni,N/A,PAk-sin-AUS," €1,244 ",UnVACcINATeD,Aetna@,"USD 41,072","4,892",  tutORign,S871069,  DocS VerIFiEd.* 
4453, nEPAL ,  Spian  ,NLP,  ESP,null,"May 23, 2016",15-12-2016,24,Male,Divorced,Data Science,Curriculum Studies$,BachELOr,MExiCo,Pulbic,CoasTAl busIness sCHOoL,University,"13,554","35,408 USD@","1,404 USD", Famiyl,FALSE,19,  sTuDENT  ,Approved,NA,IeLtS,7.5,3.31,  Conditional Offer ,on leAVe,20,PriVAtE dOrm,NA,1,Refugee,Aimsa,euroPe,Email, CampusWorld Services ,NEP-HKG-SPA,na,Fully Vaccinated  ,None,"€14,673","USD 9,406",  none  ,s268213^,fee waiver granted
4454,Syria,South Kroea??,SYR,KOR!,2010,15-Jun-10,2010-12,21,  Non-binary,Widowed  ,Law,  Mechanical#  ,PhD,Sri Lanka,Private,centrAl ARTS AcadEMy,Government, ,"58,163",675,MIXEd,No,12,Training,aPpRoVEd@  ,14-07-2011,tOEFL,95,3.05,rEJEcT%,Graduated,31,Shared Apartment,0,2,Stateless,AsiA,Asia,  walK-IN  ,N/A,SyR-sOu🙂,"1,874 USD", Unvaccinated🙂,NONE,"$50,140","USD 11,691",Healthcaer??,S838121-2022,fee waiver rganted~
4455,Italy,South Korea,  ITA,KOR*,2016,07-11-2016,2017-06,32,feMaLe,maRried,Public Health,GraphIc DEsiGn,PhD,Pakistan,TeCHNicAL,inTErNatIoNaL inStitutE OF ScienCE,  univResItY ,"25,411","34,823","£1,428",LOAN,No,10,Research,  RejEcTeD,"Mar 0,8 2018%",PTE,60,3.37,rEjECT@,Enrolled,17,HOmEsTaY,No,2,ASYlUm seeKer, EUroPE,Asia,aGENT,N/A,ITA-ICN-LHR-SOU,£632, Partially Vaccinated  ,aETnA,"61,999 USD","12,021.00",noNE,S449772,  baNk StAtEMENT ok   foLLOwuP
4456,Germayn,AUsTRALia,DEU  , AUS@  ,2021,31-01-2021,08-30-2021,22,Other,SInGle,  Business^ ,iNTeRNaTIoNAl LAw,Bachelor,  moROCco  ,Public,  Coastal Business School  ,Pirvatge,"24,291 INR","$47,601.00",$486,  mIxEd ,TRUE,18,STUDeNT, aPPRoVed,20-03-2026,IELTS,7.6,3.75,Conditional Offer,Withdrawn,19,priVaTE dORm,,1,Dual,Europe,oCeANaI,Email,,GER-DXB-DOH-AUS,1345,PartiALLy VaccINATed,  loCAl PlAN,"15,110.00","€4,581^",None,S993420, LatE sUbMiSsION 
